Place ID,Business Name,Phone,Phone Country Code,Website,Email,Emails,Website Phones,Facebook,Instagram,LinkedIn,Twitter,YouTube,Pinterest,TikTok,Category,Address,Latitude,Longitude,DirectionUrl,Rating,Reviews,Monday Hours,Tuesday Hours,Wednesday Hours,Thursday Hours,Friday Hours,Saturday Hours,Sunday Hours
0x3e8aaf7e2bef40fd:0x1718f7d71a3ee0c4,GLOBAL FARMS,,,http://farms.global/,farm@farms.global,farm@farms.global,,https://www.facebook.com/farms.global,https://www.instagram.com/farms.global/,,,https://www.youtube.com/channel/UCbJVqr2g8OnOCEcOMqTiqog,,,Agricultural production,GLOBAL FARMS - Ghnaymah - Abu Dhabi - United Arab Emirates,24.1410531,55.6090995,https://www.google.com/maps?q=24.14105310%2C55.60909950,4.9,,,,8am–6:30pm,,,,
0x3e8ab161eaaaaaab:0xd259d8d9cae8f5d3,Abu Dhabi Agriculture and Food Safety Authority,+971 2 818 2222,971,,,,,,,,,,,,City government office,Abu Dhabi Agriculture and Food Safety Authority - Al Jimi - Civic Center - Abu Dhabi - United Arab Emirates,24.2375785,55.7346962,https://www.google.com/maps?q=24.23757850%2C55.73469620,4.5,,,,6am–2pm,,,,
0x3e8ab3e023ca08cf:0x215ff3f1b3a8d517,Al Ain Municipality (AAM) بلدية مدينة العين,+971 3 712 8000,971,https://www.dmt.gov.ae/ar-ae/aam,,,,https://www.facebook.com/alaincitymunicipality/,https://www.instagram.com/alainmun/,https://www.linkedin.com/company/department-of-municaplities-and-transport/mycompany/?viewAsMember=true,https://twitter.com/alainmun?lang=en,https://www.youtube.com/channel/UCVI6ANETk0l0U8z6T4QtPQQ,,,Local government office,Al Ain Municipality (AAM) بلدية مدينة العين - Al Jimi - Civic Center - Abu Dhabi - United Arab Emirates,24.2385042,55.7377759,https://www.google.com/maps?q=24.23850420%2C55.73777590,4.1,,,,8am–3pm,,,,
0x3e5d25001c36c1a1:0xc07f4845e0356afd,Hail and Ghasa Onshore Facility,,,,,,,,,,,,,,Oil refinery,4VGG+FHJ Hail and Ghasa Onshore Facility - Al Ruwais Industrial City - Abu Dhabi - United Arab Emirates,24.1262231,52.8763976,https://www.google.com/maps?q=24.12622310%2C52.87639760,4,,,,,,,,
0x3e5e30ed87d543a9:0x9403c09308005a75,هيئة أبوظبي للزراعة والسلامة الغذائية,+971 2 818 1111,971,,,,,,,,,,,,City government office,هيئة أبوظبي للزراعة والسلامة الغذائية - near Capital Mall - Mohamed Bin Zayed City - ME2 - Abu Dhabi - United Arab Emirates,24.3755154,54.5314096,https://www.google.com/maps?q=24.37551540%2C54.53140960,3.9,,,,7am–3pm,,,,
0x3e5e4728ed518667:0x57a04994d5c019d0,Abu Dhabi Agriculture and Food Safety Authority,+971 2 818 1111,971,https://www.adafsa.gov.ae/,,,,,,,,,,,Government office,"Abu Dhabi Agriculture and Food Safety Authority، Mohamed Bin, Prestige Tower 17 - Next Capital Mall - 79th St - Abu Dhabi - United Arab Emirates",24.3752528,54.5314493,https://www.google.com/maps?q=24.37525280%2C54.53144930,3.9,,,,7am–3pm,,,,
0x3e5e4e289fe5d533:0xbb5038a753f03b83,Gracia Farm,+971 50 695 3623,971,http://www.graciagroup.ae/,info@graciagroup.ae,info@graciagroup.ae,+971 52 400 7407,https://www.facebook.com/GraciaGroupOfficial,https://www.instagram.com/gracia_group_official/?hl=en,,,https://www.youtube.com/channel/UCWCRfCAu_6TEkFGqLUSzCoQ/featured,,,Agricultural association,farm 979 - Al Bahyah - Al Bahyah Farms 2 - Abu Dhabi - United Arab Emirates,24.5339375,54.6643125,https://www.google.com/maps?q=24.53393750%2C54.66431250,4.4,,,,"8am–12pm, 3–9pm",,,,
0x3e5e665cce80ac37:0x4ac2f91bccb44985,Al Dhafra International Group - ADIG,+971 2 627 4818,971,http://www.aldhafragroup.ae/,,,,,,,,,,,Corporate office,Al Dhafra International Group - ADIG - 6 شارع فاطمة بنت مبارك - Al Danah - Zone 1 - Abu Dhabi - United Arab Emirates,24.4905063,54.3719038,https://www.google.com/maps?q=24.49050630%2C54.37190380,3.5,,,,,,,,
0x3e6001e1dac1d797:0x73799dbd1c296d23,Al Ain Poultry Farm,+971 3 782 6022,971,https://www.alainfarms.com/our_farms/poultry-products-in-uae/,customercare@alainfarms.com,customercare@alainfarms.com,,https://www.facebook.com/AlAinFarms/,https://www.instagram.com/alainfarms/?hl=en,https://www.linkedin.com/company/alainfarms/?originalSubdomain=in,,https://www.youtube.com/channel/UCQuAQ1oqxdg74YZ_3UTVPvA,,,Poultry farm,Al Ain Poultry Farm - Al Sad - Al Saad 3 - Abu Dhabi - United Arab Emirates,24.1888292,55.4777706,https://www.google.com/maps?q=24.18882920%2C55.47777060,4,,,,8:30am–6:30pm,,,,
0x3e42d51fe7f3a835:0x83b4976554993b73,Ruwais Refinery West,,,,,,,,,,,,,,Oil refinery,4M7J+72Q Ruwais Refinery West - Al Ruwais Industrial City - Abu Dhabi - United Arab Emirates,24.1132066,52.6800989,https://www.google.com/maps?q=24.11320660%2C52.68009890,5,,,,,,,,
0x3e5e515f6a61b2c9:0xea314caf1a68cebb,Farm1 AlRahba Organic Farm Abu Dhabi,+971 2 641 6500,971,http://www.igruae.com/,igr@igruae.com,igr@igruae.com,02 641 6500,https://www.facebook.com/pg/igruae,https://www.instagram.com/IGRUAE/,,,,,,Farm,Farm1 AlRahba Organic Farm Abu Dhabi - Al Rahbah - Al Rahbah Farms - Abu Dhabi - United Arab Emirates,24.6103861,54.6953618,https://www.google.com/maps?q=24.61038610%2C54.69536180,4.2,,,,Closed,,,,
0x3e5e6647ca672b7d:0x360218d7470ac4b7,TAQA Distribution Head Office Abu Dhabi,+971 800 2332,971,https://taqadistribution.com/,,,,,,,,,,,Electric utility company,F9MG+FX4 TAQA Distribution Head Office Abu Dhabi - 12 Al Bawakhir St - Al Danah - Zone 1 - Abu Dhabi - United Arab Emirates,24.4834816,54.3782456,https://www.google.com/maps?q=24.48348160%2C54.37824560,3.2,,,,7am–6pm,,,,
0x3e8ab9b2800824b7:0x76d8ff7429afa152,Advanced agriculture system,+971 3 721 5080,971,http://www.aasuae.com/,advagri@yahoo.com,advagri@yahoo.com; info@aasuae.com,,,,,,,,,Serviced accommodation,"معسكر الشركات، - Al Noud - Wadi Al Ain 1 - Abu Dhabi - United Arab Emirates",24.1429397,55.8286062,https://www.google.com/maps?q=24.14293970%2C55.82860620,4,,,,,,,,
0x3e5d2da18922dc2b:0x4849fa804168833,ADOS Ruwais Service Centre,+971 2 634 4441,971,http://www.adosuae.com/,,,,https://www.facebook.com/sharer/sharer.php?u=http%3A%2F%2Fcodepen.io%2Fsunnysingh%2Fpen%2FOPxbgq,,,https://twitter.com/share?url=http%3A%2F%2Fcodepen.io%2Fsunnysingh%2Fpen%2FOPxbgq&text=Share Buttons Demo&via=sunnyismoi,,,,Mechanical engineer,2QM2+67V ADOS Ruwais Service Centre - Ghiyathi - Ghayathi-al Ruwais Industrial - Abu Dhabi - United Arab Emirates,24.0331009,52.7506646,https://www.google.com/maps?q=24.03310090%2C52.75066460,4.6,,,,7am–3pm,,,,
0x3e5e2543354aff73:0x2484b0fea00e792e,Aldhafra PV2 solar power plant,+971 55 620 7808,971,http://www.adpv2.ae/,dhafrah@adpv2.ae,dhafrah@adpv2.ae,,,,,,,,,Solar photovoltaic power plant,4HJ2+VM6 Aldhafra PV2 solar power plant - Unnamed Road - Al Bihouth - Al Dhafrah - Abu Dhabi - United Arab Emirates,24.132167,54.5516298,https://www.google.com/maps?q=24.13216700%2C54.55162980,4.7,,,,,,,,
0x3e5e6645edc1b635:0xe4ed1734da740256,بلدية مدينة أبوظبي - Abu Dhabi City Municipality,+971 800 555,971,https://www.dmt.gov.ae/en/adm,,,,https://www.facebook.com/AbuDhabiADM/,https://www.instagram.com/abudhabiadm/,https://www.linkedin.com/company/department-of-municaplities-and-transport/mycompany/?viewAsMember=true,https://twitter.com/AbuDhabi_ADM?ref_src=twsrc%5Egoogle%7Ctwcamp%5Eserp%7Ctwgr%5Eauthor,https://www.youtube.com/channel/UCANU4xqJWFpw_PxHPQpkyiw,,,Municipal administration office,F9QJ+FH2  St # 19 - Muroor Road Al Saada St W - Al Nahyan - E16 02 - Abu Dhabi - United Arab Emirates,24.4546659,54.3962506,https://www.google.com/maps?q=24.45466590%2C54.39625060,4,,,,7am–3pm,,,,
0x3e8ab74d05dee87d:0x5f59989a053a1e30,AGRILINK AGRICULTURAL,+971 58 868 7899,971,,,,,,,,,,,,Agricultural service,AGRILINK AGRICULTURAL - Industrial Area - Al Ain city - Abu Dhabi - United Arab Emirates,24.1848988,55.7645685,https://www.google.com/maps?q=24.18489880%2C55.76456850,5,,,,8am–9:30pm,,,,
0x3e5e3ff040167cc9:0xfdddfea7e8b5790f,Arabian Industries LLC GCC Branch - شركة الصناعات العربية فرع خليحية,+971 2 650 6152,971,http://www.arabian-industries.net/,,,,,,,,,,,Manufacturer,Arabian Industries LLC GCC Branch - شركة الصناعات العربية فرع خليحية - Khaybar St - Abu Dhabi Industrial City - ICAD II - Abu Dhabi - United Arab Emirates,24.3013135,54.4816446,https://www.google.com/maps?q=24.30131350%2C54.48164460,5,,,,8am–6pm,,,,
0x3e5e4e347bf2941d:0xbd019979d343062,Emirates Hydroponics Farms,+971 3 259 6403,971,,,,,,,,,,,,Farm,GM94+WHH Emirates Hydroponics Farms - Al Bahyah - Al Bahyah Farms 2 - Abu Dhabi - United Arab Emirates,24.5198068,54.6564996,https://www.google.com/maps?q=24.51980680%2C54.65649960,4.1,,,,"7am–12pm, 3–7pm",,,,
0x3e5e6661c6f890e9:0xe3fc503418aa7f4b,Ruwais Fertilizers Industries (Fertil),+971 2 602 1111,971,,,,,,,,,,,,Fertilizer Store,Sheik Khalifa Energy Complex - 3 Khalifa Bin Zayed The First St - Al Danah - Zone 1 - Abu Dhabi - United Arab Emirates,24.4978361,54.3670499,https://www.google.com/maps?q=24.49783610%2C54.36704990,4.7,,,,7am–3pm,,,,
0x3e6767b8b9b2b0b9:0xbc958217a047a733,Nurseries agricultural Alaibob,+971 56 562 2559,971,https://instagram.com/alyarboob?igshid=YmMyMTA2M2Y=,,,,,,,,,,,Plant nursery,Nurseries agricultural Alaibob - Madinat Za'id - Defense North - Abu Dhabi - United Arab Emirates,23.6454726,53.7090022,https://www.google.com/maps?q=23.64547260%2C53.70900220,4.3,,,,6am–11pm,,,,
0x3e8ab95b1c32f6cb:0x95b9100a669a0c54,Al Tayebat Agricultural Material & Services Est,+971 3 722 0711,971,https://tayebat-agri.com/,tayeb@tayebat-agri.com,tayeb@tayebat-agri.com; tayebat@eim.ae,,https://www.facebook.com/,https://www.instagram.com/,,https://twitter.com/,,https://www.pinterest.com/,,Agricultural service,6QC7+C5W Al Tayebat Agricultural Material & Services Est - Central District - Al Rubainah - Abu Dhabi - United Arab Emirates,24.221063,55.762938,https://www.google.com/maps?q=24.22106300%2C55.76293800,4.8,,,,"8am–2pm, 5–8pm",,,,
0x3e5d2591d9fe575b:0xe21ce2a0b08bfd9b,Munayif Processing Plant,,,,,,,,,,,,,,Oil refinery,4VFG+P58 Munayif Processing Plant - Al Ruwais Industrial City - Abu Dhabi - United Arab Emirates,24.1242763,52.8754467,https://www.google.com/maps?q=24.12427630%2C52.87544670,1,,,,,,,,
0x3e5e36c658647d0b:0xe9b86fa6bb20440f,Baniyas Slaughterhouse,+971 800 850,971,http://www.dmt.gov.ae/,,,,https://www.facebook.com/AbuDhabiDMT,https://www.instagram.com/abudhabidmt/?hl=en,https://www.linkedin.com/company/department-of-municaplities-and-transport/mycompany/?viewAsMember=true,https://twitter.com/AbuDhabiDMT,https://www.youtube.com/channel/UCBQC-M_n5-6VTulheIZ6VzA,,,Slaughterhouse,Baniyas Slaughterhouse - Madinat Al Riyad - RD109 - Abu Dhabi - United Arab Emirates,24.3053131,54.671625,https://www.google.com/maps?q=24.30531310%2C54.67162500,3.9,,,,6:30am–5:30pm,,,,
0x3e5e5101d6daeb13:0xfc78c2b44b2eb429,Mazaraa Farm Shop,+971 50 999 0347,971,https://www.instagram.com/mazaraashop/,,,,,,,,,,,Farm shop,Mazaraa Farm Shop - 11 Lane 438 - Al Bahyah - Al Bahyah Farms - Abu Dhabi - United Arab Emirates,24.5779024,54.651727,https://www.google.com/maps?q=24.57790240%2C54.65172700,4.5,,,,8am–8pm,,,,
0x3e67671efc351c99:0x569cc1e50b38c257,Flying Saucer Agricultural,+971 50 383 3097,971,https://instagram.com/flyingsaucer2015,,,,,,,,,,,Agricultural Engineer,MP5C+69J Flying Saucer Agricultural - Madinat Zayed - MZE16 - Abu Dhabi - United Arab Emirates,23.6580428,53.7208965,https://www.google.com/maps?q=23.65804280%2C53.72089650,5,,,,8am–9pm,,,,
0x3e8ab6c5d5c742cd:0xf8f23818178863c7,Al Sham Agriculture,+971 3 721 2233,971,http://alsham-agri.com/,support@alsham-agri.com,support@alsham-agri.com,,https://www.facebook.com/alsham.agri,,,,,,,Agricultural service,"Al Sham Agriculture - Behind Audi Showroom, Sanaiya، Al Ain - 118th St - Abu Dhabi - United Arab Emirates",24.2002249,55.7632286,https://www.google.com/maps?q=24.20022490%2C55.76322860,3.3,,,,"8:30am–1pm, 5:30–9pm",,,,
0x3e5d2bbfd1894393:0x49d3b89f68eba5a3,Borouge,+971 2 708 0000,971,http://www.borouge.com/,info@borouge.com,info@borouge.com,,,https://www.instagram.com/borouge/,https://www.linkedin.com/company/borouge/,https://twitter.com/borouge,,,,Chemical plant,Borouge - Ruwais - Abu Dhabi - United Arab Emirates,24.1169123,52.764677,https://www.google.com/maps?q=24.11691230%2C52.76467700,4.8,,,,,,,,
0x3e5e3f7884e0c443:0x80b4706d2809ee2,FALCOR Engineering & Contracting Services warehouse,+971 2 634 2555,971,http://www.falcor-eng.com/,info@falcor-eng.com,info@falcor-eng.com,+971 26342555,,,https://www.linkedin.com/company/falcor-formerly-known-as-dhafir-engg-services/,,,,,Oil field equipment supplier,FALCOR Engineering & Contracting Services warehouse - Musaffah - MW5 - Abu Dhabi - United Arab Emirates,24.3161907,54.4785804,https://www.google.com/maps?q=24.31619070%2C54.47858040,4.2,,,,8am–5pm,,,,
0x3e5fd28f70bb389d:0x8bedd92a97510ca9,Al Dahra Agriculture - Al Faya,+971 2 656 5000,971,http://www.aldahra.com/,,,,,https://www.instagram.com/aldahraholding/,https://www.linkedin.com/company/al-dahra-agriculture/,https://x.com/AlDahraHolding,https://youtu.be/CEAZYI16wt4,,,Animal feed store,6RQC+9GM Al Dahra Agriculture - Al Faya - Al Haffar - Abu Dhabi - United Arab Emirates,24.2384683,54.8212818,https://www.google.com/maps?q=24.23846830%2C54.82128180,4,,,,7am–5pm,,,,
0x3e8ab134eab0a5e5:0x11590dd821089973,Al Maidoor Agricultural Equipment LLC (Al Ain Branch),+971 3 762 0973,971,http://almaidoor.ae/shop,sales@almaidoor.ae,sales@almaidoor.ae,+971 56 122 5256; +971 56 256 5444; 271302218,https://www.facebook.com/AMAEDXB/,https://www.instagram.com/explore/locations/102353824632720/al-maidoor-agricultural-equipment-llc/?hl=en,,https://x.com/AMAE_UAE/with_replies,,,,Agricultural service,Al Maidoor Agricultural Equipment LLC (Al Ain Branch) - Khalifa Bin Zayed The First St - Industrial Area - Batha Al Hayer - Abu Dhabi - United Arab Emirates,24.1949468,55.7539777,https://www.google.com/maps?q=24.19494680%2C55.75397770,4.6,,,,"9am–2pm, 5–9pm",,,,
0x3e5d2ad9450cc0d5:0xabc43cafbfc2cd8,Gasco Ruwais,+971 54 398 8527,971,,,,,,,,,,,,Oil refinery,GASCO Ruwais Plant - Al Ruwais Industrial City - Abu Dhabi - United Arab Emirates,24.1277357,52.7180856,https://www.google.com/maps?q=24.12773570%2C52.71808560,4.3,,,,,,,,
0x3e5e3f6db74fc719:0x9cd355b93754db02,National Feed and Flour.,+971 2 550 1222,971,http://nffpm.ae/,,,19211797,https://www.facebook.com/nffpm.social/,https://www.instagram.com/nffpm/,https://www.linkedin.com/company/national-feed-and-flour-production-and-marketing-company-llc,https://twitter.com/nffpm_social,https://www.youtube.com/channel/UC4e4hjX1cHJsEla6lEwf_qg,,,Produce wholesaler,8F5R+C6Q National Feed and Flour. - Abu Dhabi Industrial City - ICAD III - Abu Dhabi - United Arab Emirates,24.3085899,54.490612,https://www.google.com/maps?q=24.30858990%2C54.49061200,4.1,,,,Open 24 hours,,,,
0x3e5e6637f6a85a53:0x79b7118b23bf03d2,TAQA Transmission Headquarters,+971 2 416 4000,971,https://taqatransmission.com/,,,,,https://www.instagram.com/taqatransmission/,https://www.linkedin.com/company/taqa-transmission,https://x.com/TAQATransm,,,,Water utility company,TAQA Transmission Headquarters - Al Falah St - Al Danah - Zone 1 - Abu Dhabi - United Arab Emirates,24.4839771,54.3801524,https://www.google.com/maps?q=24.48397710%2C54.38015240,4.4,,,,7am–5pm,,,,
0x3e5e666030721349:0x17bbc1db3911c1df,Al Dhafra Petroleum,+971 2 601 2455,971,,,,,,,,,,,,Petroleum Products Company,Al Dhafra Petroleum - 3 Khalifa Bin Zayed The First St - Al Danah - Zone 1 - Abu Dhabi - United Arab Emirates,24.4979313,54.3663042,https://www.google.com/maps?q=24.49793130%2C54.36630420,5,,,,,,,,
0x3e8ab6cac7d35989:0x4c3bbaf5dc5de2a3,Agricultural Materials Company Ltd WLL/ Head office,+971 3 764 1064,971,http://www.agrimatco.ae/,amc.emirates@agrimatco-me.com,amc.emirates@agrimatco-me.com,97137641064,https://www.facebook.com/Agrimatco.ae,https://www.instagram.com/agrimatco.ae/,,,https://www.youtube.com/channel/UCZ18KsvMZ4jt5iNeWkxpA2g,,,Agricultural service,Agricultural Materials Company Ltd WLL/ Head office - 118 Street (Street - Central District - Hai Qesaidah - Abu Dhabi - United Arab Emirates,24.2216244,55.7586466,https://www.google.com/maps?q=24.22162440%2C55.75864660,4.4,,,,7:30am–4:30pm,,,,
0x3e42d5bee9848e87:0xfe1a0cd6bec157b6,Dome Dz Camp,+91 99611 69705,91,,,,,,,,,,,,Oil refinery,4J9R+9WC Dome Dz Camp - Unnamed Road - Abu Dhabi - United Arab Emirates,24.1184331,52.6422702,https://www.google.com/maps?q=24.11843310%2C52.64227020,2.6,,,,,,,,
0x3e5e662726afca63:0x7f3921cc1c25f6b9,Tadweer (The Center of Waste Management - Abu Dhabi),+971 2 818 5555,971,https://www.tadweer.ae/,,,,https://www.facebook.com/tadweer.ad,https://www.instagram.com/tadweer.group,https://www.linkedin.com/company/tadweer-group/,https://twitter.com/Tadweer_group,https://www.youtube.com/@Tadweer-Group,,,Government office,Tadweer (The Center of Waste Management - Abu Dhabi) - Jabal Al Hazm St - Al Muntazah - Zone 1 - Abu Dhabi - United Arab Emirates,24.4296413,54.4630169,https://www.google.com/maps?q=24.42964130%2C54.46301690,2.7,,,,8am–3pm,,,,
0x3e67672fd7240313:0xa7dc90741ddb71f4,Falcon Pack Abu Dhabi,+971 2 677 8052,971,https://falconpack.com/,,,,,,,,,,,Packaging company,Falcon Pack Abu Dhabi - Madinat Zayed - Industrial - Abu Dhabi - United Arab Emirates,23.662129,53.7282729,https://www.google.com/maps?q=23.66212900%2C53.72827290,4.1,,,,8am–9pm,,,,
0x3e5d29b81e709d41:0xc997de2514412bef,Ruwais Salt ponds,+971 56 199 2490,971,http://www.ajc.com/,,,,https://facebook.com/ajc,https://www.instagram.com/ajcnews,,https://x.com/ajc,,,,Industrial chemicals wholesaler,4RFG+XRM Ruwais Salt ponds - Unnamed Road - أبو ظبي - United Arab Emirates,24.1249636,52.8270356,https://www.google.com/maps?q=24.12496360%2C52.82703560,5,,,,6am–6pm,,,,
0x3e5e3fcf7eea7909:0x3db9bd042c2c86b0,Emirates Food Industries PJSC,+971 2 499 6999,971,http://www.efi.ae/,,,,,,,,,,,Agricultural production,Emirates Food Industries PJSC - Abu Dhabi Industrial City - ICAD II - Abu Dhabi - United Arab Emirates,24.2885607,54.4635791,https://www.google.com/maps?q=24.28856070%2C54.46357910,4.3,,,,8am–5:30pm,,,,
0x3e5e40f0b753c125:0x646664de7baf0204,"Western Bainoona Group, Corporate Office",+971 2 551 3222,971,https://westernbainoonagroup.com/,info@wbg.ae,info@wbg.ae,+966 542 911 251; +973 6639 6031,https://www.facebook.com/WBG.AD/,https://www.instagram.com/westernbainoonagroup/,https://www.linkedin.com/company/western-bainoona-group/,https://x.com/WBGUAE,https://www.youtube.com/@westernbainoonagroup,,,Real Estate Builders & Construction Company,"Western Bainoona Group, Corporate Office - Al Busnad 1 St - Musaffah - M39 - Abu Dhabi - United Arab Emirates",24.354546,54.4838714,https://www.google.com/maps?q=24.35454600%2C54.48387140,4.4,,,,8am–5:30pm,,,,
0x3e676500625005a7:0xaa67c59ddb67dea5,Madinat Zayed - Wadi Al Darb West - Abu Dhabi,+971 55 483 3500,971,,,,,,,,,,,,Animal feed store,مؤسسة زعفران خان لتجارة الأعلاف - Madinat Zayed - Wadi Al Darb West - Abu Dhabi - United Arab Emirates,23.6536748,53.629452,https://www.google.com/maps?q=23.65367480%2C53.62945200,5,,,,Open 24 hours,,,,
0x3e8aa491379ce66d:0xbe77862813d9b2f4,Emirates Bio Fertilizer Factory - مصنع الإمارات للأسمدة البيولوجية,+971 3 783 8600,971,http://www.ebff.ae/,info@ebff.ae,info@ebff.ae,,https://www.facebook.com/emiratesbiofert,https://www.instagram.com/emiratesbiofert/,https://www.linkedin.com/company/emiratesbiofert,,https://www.youtube.com/channel/UCBxDJkcZ24vlE3cxiyVuCvA,,,Fertilizer Store,Emirates Bio Fertilizer Factory - مصنع الإمارات للأسمدة البيولوجية - Industrial City - Mafqar 1 - Abu Dhabi - United Arab Emirates,24.0612536,55.6393866,https://www.google.com/maps?q=24.06125360%2C55.63938660,4.3,,,,7am–4pm,,,,
0x3e42d457689e258f:0xc62454fce256559d,AGR Plant Nursery,,,,,,,,,,,,,,Wholesale plant nursery,3MW4+GGR AGR Plant Nursery - Unnamed Road - Abu Dhabi - United Arab Emirates,24.0963676,52.656252,https://www.google.com/maps?q=24.09636760%2C52.65625200,2,,,,7am–3pm,,,,
